From,To,Tolerance,Upper,Lower
355,400,y8,0.909,0.82
400,450,y8,1.017,0.92
450,500,y8,1.097,1.0
18,24,y9,0.115,0.063
24,30,y9,0.127,0.075
30,40,y9,0.156,0.094
40,50,y9,0.176,0.114
0,3,z10,0.066,0.026
3,6,z10,0.083,0.035
6,10,z10,0.1,0.042
10,14,z10,0.12,0.05
14,18,z10,0.13,0.06
18,24,z10,0.157,0.073
24,30,z10,0.172,0.088
30,40,z10,0.212,0.112
40,50,z10,0.236,0.136
50,65,z10,0.292,0.172
65,80,z10,0.33,0.21
80,100,z10,0.398,0.258
100,120,z10,0.45,0.31
120,140,z10,0.525,0.365
140,160,z10,0.575,0.415
160,180,z10,0.625,0.465
180,200,z10,0.705,0.52
200,225,z10,0.76,0.575
225,250,z10,0.825,0.64
250,280,z10,0.92,0.71
280,315,z10,1.0,0.79
315,355,z10,1.13,0.9
355,400,z10,1.23,1.0
400,450,z10,1.35,1.1
450,500,z10,1.5,1.25
0,3,z11,0.086,0.026
3,6,z11,0.11,0.035
6,10,z11,0.132,0.042
10,14,z11,0.16,0.05
14,18,z11,0.17,0.06
18,24,z11,0.203,0.073
24,30,z11,0.218,0.088
30,40,z11,0.272,0.112
40,50,z11,0.296,0.136
50,65,z11,0.362,0.172
65,80,z11,0.4,0.21
80,100,z11,0.478,0.258
100,120,z11,0.53,0.31
120,140,z11,0.615,0.365
140,160,z11,0.665,0.415
160,180,z11,0.715,0.465
180,200,z11,0.81,0.52
200,225,z11,0.865,0.575
225,250,z11,0.93,0.64
250,280,z11,1.03,0.71
280,315,z11,1.11,0.79
315,355,z11,1.26,0.9
355,400,z11,1.36,1.0
400,450,z11,1.5,1.1
450,500,z11,1.65,1.25
0,3,z6,0.032,0.026
3,6,z6,0.043,0.035
6,10,z6,0.051,0.042
10,14,z6,0.061,0.05
14,18,z6,0.071,0.06
18,24,z6,0.086,0.073
24,30,z6,0.101,0.088
30,40,z6,0.128,0.112
40,50,z6,0.152,0.136
50,65,z6,0.191,0.172
65,80,z6,0.229,0.21
80,100,z6,0.28,0.258
100,120,z6,0.332,0.31
120,140,z6,0.39,0.365
140,160,z6,0.44,0.415
160,180,z6,0.49,0.465
180,200,z6,0.549,0.52
200,225,z6,0.604,0.575
225,250,z6,0.669,0.64
250,280,z6,0.742,0.71
280,315,z6,0.822,0.79
315,355,z6,0.936,0.9
355,400,z6,1.036,1.0
400,450,z6,1.14,1.1
450,500,z6,1.29,1.25
0,3,z7,0.036,0.026
3,6,z7,0.047,0.035
6,10,z7,0.057,0.042
10,14,z7,0.068,0.05
14,18,z7,0.078,0.06
18,24,z7,0.094,0.073
24,30,z7,0.109,0.088
30,40,z7,0.137,0.112
40,50,z7,0.161,0.136
50,65,z7,0.202,0.172
65,80,z7,0.24,0.21
80,100,z7,0.293,0.258
100,120,z7,0.345,0.31
120,140,z7,0.405,0.365
140,160,z7,0.455,0.415
160,180,z7,0.505,0.465
180,200,z7,0.566,0.52
200,225,z7,0.621,0.575
225,250,z7,0.686,0.64
250,280,z7,0.762,0.71
280,315,z7,0.842,0.79
315,355,z7,0.957,0.9
355,400,z7,1.057,1.0
400,450,z7,1.163,1.1
450,500,z7,1.313,1.25
0,3,z8,0.04,0.026
3,6,z8,0.053,0.035
6,10,z8,0.064,0.042
10,14,z8,0.077,0.05
14,18,z8,0.087,0.06
18,24,z8,0.106,0.073
24,30,z8,0.121,0.088
30,40,z8,0.151,0.112
40,50,z8,0.175,0.136
50,65,z8,0.218,0.172
65,80,z8,0.256,0.21
80,100,z8,0.312,0.258
100,120,z8,0.364,0.31
120,140,z8,0.428,0.365
140,160,z8,0.478,0.415
160,180,z8,0.528,0.465
180,200,z8,0.592,0.52
200,225,z8,0.647,0.575
225,250,z8,0.712,0.64
250,280,z8,0.791,0.71
280,315,z8,0.871,0.79
315,355,z8,0.989,0.9
355,400,z8,1.089,1.0
400,450,z8,1.197,1.1
450,500,z8,1.347,1.25
0,3,z9,0.051,0.026
3,6,z9,0.065,0.035
6,10,z9,0.078,0.042
10,14,z9,0.093,0.05
14,18,z9,0.103,0.06
18,24,z9,0.125,0.073
24,30,z9,0.14,0.088
30,40,z9,0.174,0.112
40,50,z9,0.198,0.136
50,65,z9,0.246,0.172
65,80,z9,0.284,0.21
80,100,z9,0.345,0.258
100,120,z9,0.397,0.31
120,140,z9,0.465,0.365
140,160,z9,0.515,0.415
160,180,z9,0.565,0.465
180,200,z9,0.635,0.52
200,225,z9,0.69,0.575
225,250,z9,0.755,0.64
250,280,z9,0.84,0.71
280,315,z9,0.92,0.79
315,355,z9,1.04,0.9
355,400,z9,1.14,1.0
400,450,z9,1.255,1.1
450,500,z9,1.405,1.25
0,3,za10,0.072,0.032
3,6,za10,0.09,0.042
6,10,za10,0.11,0.052
10,14,za10,0.134,0.064
14,18,za10,0.147,0.077
18,24,za10,0.182,0.098
24,30,za10,0.202,0.118
30,40,za10,0.248,0.148
40,50,za10,0.28,0.18
50,65,za10,0.346,0.226
65,80,za10,0.394,0.274
80,100,za10,0.475,0.335
100,120,za10,0.54,0.4
120,140,za10,0.63,0.47
140,160,za10,0.695,0.535
160,180,za10,0.76,0.6
180,200,za10,0.855,0.67
200,225,za10,0.925,0.74
225,250,za10,1.005,0.82
250,280,za10,1.13,0.92
280,315,za10,1.21,1.0
315,355,za10,1.38,1.15
355,400,za10,1.53,1.3
400,450,za10,1.7,1.45
450,500,za10,1.85,1.6
0,3,za11,0.092,0.032
3,6,za11,0.117,0.042
6,10,za11,0.142,0.052
10,14,za11,0.174,0.064
14,18,za11,0.187,0.077
18,24,za11,0.228,0.098
24,30,za11,0.248,0.118
30,40,za11,0.308,0.148
40,50,za11,0.34,0.18
50,65,za11,0.416,0.226
65,80,za11,0.464,0.274
80,100,za11,0.555,0.335
100,120,za11,0.62,0.4
120,140,za11,0.72,0.47
140,160,za11,0.785,0.535
160,180,za11,0.85,0.6
180,200,za11,0.96,0.67
200,225,za11,1.03,0.74
225,250,za11,1.1,0.82
250,280,za11,1.24,0.92
280,315,za11,1.32,1.0
315,355,za11,1.51,1.15
355,400,za11,1.66,1.3
400,450,za11,1.85,1.45
450,500,za11,2.0,1.6
0,3,za6,0.038,0.032
3,6,za6,0.05,0.042
6,10,za6,0.061,0.052
10,14,za6,0.075,0.064
14,18,za6,0.088,0.077
18,24,za6,0.111,0.098
24,30,za6,0.131,0.118
30,40,za6,0.164,0.148
40,50,za6,0.196,0.18
50,65,za6,0.245,0.226
65,80,za6,0.293,0.274
80,100,za6,0.357,0.335
100,120,za6,0.422,0.4
120,140,za6,0.495,0.47
140,160,za6,0.56,0.535
160,180,za6,0.625,0.6
180,200,za6,0.699,0.67
200,225,za6,0.769,0.74
225,250,za6,0.849,0.82
250,280,za6,0.952,0.92
280,315,za6,1.032,1.0
315,355,za6,1.186,1.15
355,400,za6,1.336,1.3
400,450,za6,1.49,1.45
450,500,za6,1.64,1.6
0,3,za7,0.042,0.032
3,6,za7,0.054,0.042
6,10,za7,0.067,0.052
10,14,za7,0.082,0.064
14,18,za7,0.095,0.077
18,24,za7,0.119,0.098
24,30,za7,0.139,0.118
30,40,za7,0.173,0.148
40,50,za7,0.205,0.18
50,65,za7,0.256,0.226
65,80,za7,0.304,0.274
80,100,za7,0.37,0.335
100,120,za7,0.435,0.4
120,140,za7,0.51,0.47
140,160,za7,0.575,0.535
160,180,za7,0.64,0.6
180,200,za7,0.716,0.67
200,225,za7,0.786,0.74
225,250,za7,0.866,0.82
250,280,za7,0.972,0.92
280,315,za7,1.052,1.0
315,355,za7,1.207,1.15
355,400,za7,1.357,1.3
400,450,za7,1.513,1.45
450,500,za7,1.663,1.6
0,3,za8,0.046,0.032
3,6,za8,0.06,0.042
6,10,za8,0.074,0.052
10,14,za8,0.091,0.064
14,18,za8,0.104,0.077
18,24,za8,0.131,0.098
24,30,za8,0.151,0.118
30,40,za8,0.187,0.148
40,50,za8,0.219,0.18
50,65,za8,0.272,0.226
65,80,za8,0.32,0.274
80,100,za8,0.389,0.335
100,120,za8,0.454,0.4
120,140,za8,0.533,0.47
140,160,za8,0.598,0.535
160,180,za8,0.663,0.6
180,200,za8,0.742,0.67
200,225,za8,0.812,0.74
225,250,za8,0.892,0.82
250,280,za8,1.001,0.92
280,315,za8,1.081,1.0
315,355,za8,1.239,1.15
355,400,za8,1.389,1.3
400,450,za8,1.547,1.45
450,500,za8,1.697,1.6
0,3,za9,0.057,0.032
3,6,za9,0.072,0.042
6,10,za9,0.088,0.052
10,14,za9,0.107,0.064
14,18,za9,0.12,0.077
18,24,za9,0.15,0.098
24,30,za9,0.17,0.118
30,40,za9,0.21,0.148
40,50,za9,0.242,0.18
50,65,za9,0.3,0.226
65,80,za9,0.348,0.274
80,100,za9,0.422,0.335
100,120,za9,0.487,0.4
120,140,za9,0.57,0.47
140,160,za9,0.635,0.535
160,180,za9,0.7,0.6
180,200,za9,0.785,0.67
200,225,za9,0.855,0.74
225,250,za9,0.935,0.82
250,280,za9,1.05,0.92
280,315,za9,1.13,1.0
315,355,za9,1.29,1.15
355,400,za9,1.44,1.3
400,450,za9,1.605,1.45
450,500,za9,1.755,1.6
0,3,zb10,0.08,0.04
3,6,zb10,0.098,0.05
6,10,zb10,0.125,0.067
10,14,zb10,0.16,0.09
14,18,zb10,0.178,0.108
18,24,zb10,0.22,0.136
24,30,zb10,0.244,0.16
30,40,zb10,0.3,0.2
40,50,zb10,0.342,0.242
50,65,zb10,0.42,0.3
65,80,zb10,0.48,0.36
80,100,zb10,0.585,0.445
100,120,zb10,0.665,0.525
120,140,zb10,0.78,0.62
140,160,zb10,0.86,0.7
160,180,zb10,0.94,0.78
180,200,zb10,1.065,0.88
200,225,zb10,1.145,0.96
225,250,zb10,1.235,1.05
250,280,zb10,1.41,1.2
280,315,zb10,1.51,1.3
315,355,zb10,1.73,1.5
355,400,zb10,1.88,1.65
400,450,zb10,2.1,1.85
450,500,zb10,2.35,2.1
0,3,zb11,0.1,0.04
3,6,zb11,0.125,0.05
6,10,zb11,0.157,0.067
10,14,zb11,0.2,0.09
14,18,zb11,0.218,0.108
18,24,zb11,0.266,0.136
24,30,zb11,0.29,0.16
30,40,zb11,0.36,0.2
40,50,zb11,0.402,0.242
50,65,zb11,0.49,0.3
65,80,zb11,0.55,0.36
80,100,zb11,0.665,0.445
100,120,zb11,0.745,0.525
120,140,zb11,0.87,0.62
140,160,zb11,0.95,0.7
160,180,zb11,1.03,0.78
180,200,zb11,1.17,0.88
200,225,zb11,1.25,0.96
225,250,zb11,1.34,1.05
250,280,zb11,1.52,1.2
280,315,zb11,1.62,1.3
315,355,zb11,1.86,1.5
355,400,zb11,2.01,1.65
400,450,zb11,2.25,1.85
450,500,zb11,2.5,2.1
0,3,zb7,0.05,0.04
3,6,zb7,0.062,0.05
6,10,zb7,0.082,0.067
10,14,zb7,0.108,0.09
14,18,zb7,0.126,0.108
18,24,zb7,0.157,0.136
24,30,zb7,0.181,0.16
30,40,zb7,0.225,0.2
40,50,zb7,0.267,0.242
50,65,zb7,0.33,0.3
65,80,zb7,0.39,0.36
80,100,zb7,0.48,0.445
100,120,zb7,0.56,0.525
120,140,zb7,0.66,0.62
140,160,zb7,0.74,0.7
160,180,zb7,0.82,0.78
180,200,zb7,0.926,0.88
200,225,zb7,1.006,0.96
225,250,zb7,1.096,1.05
250,280,zb7,1.252,1.2
280,315,zb7,1.352,1.3
315,355,zb7,1.557,1.5
355,400,zb7,1.707,1.65
400,450,zb7,1.913,1.85
450,500,zb7,2.163,2.1
0,3,zb8,0.054,0.04
3,6,zb8,0.068,0.05
6,10,zb8,0.089,0.067
10,14,zb8,0.117,0.09
14,18,zb8,0.135,0.108
18,24,zb8,0.169,0.136
24,30,zb8,0.193,0.16
30,40,zb8,0.239,0.2
40,50,zb8,0.281,0.242
50,65,zb8,0.346,0.3
65,80,zb8,0.406,0.36
80,100,zb8,0.499,0.445
100,120,zb8,0.579,0.525
120,140,zb8,0.683,0.62
140,160,zb8,0.763,0.7
160,180,zb8,0.843,0.78
180,200,zb8,0.952,0.88
200,225,zb8,1.032,0.96
225,250,zb8,1.122,1.05
250,280,zb8,1.281,1.2
280,315,zb8,1.381,1.3
315,355,zb8,1.589,1.5
355,400,zb8,1.739,1.65
400,450,zb8,1.947,1.85
450,500,zb8,2.197,2.1
0,3,zb9,0.065,0.04
3,6,zb9,0.08,0.05
6,10,zb9,0.103,0.067
10,14,zb9,0.133,0.09
14,18,zb9,0.151,0.108
18,24,zb9,0.188,0.136
24,30,zb9,0.212,0.16
30,40,zb9,0.262,0.2
40,50,zb9,0.304,0.242
50,65,zb9,0.374,0.3
65,80,zb9,0.434,0.36
80,100,zb9,0.532,0.445
100,120,zb9,0.612,0.525
120,140,zb9,0.72,0.62
140,160,zb9,0.8,0.7
160,180,zb9,0.88,0.78
180,200,zb9,0.995,0.88
200,225,zb9,1.075,0.96
225,250,zb9,1.165,1.05
250,280,zb9,1.33,1.2
280,315,zb9,1.43,1.3
315,355,zb9,1.64,1.5
355,400,zb9,1.79,1.65
400,450,zb9,2.005,1.85
450,500,zb9,2.255,2.1
0,3,zc10,0.1,0.06
3,6,zc10,0.128,0.08
6,10,zc10,0.155,0.097
10,14,zc10,0.2,0.13
14,18,zc10,0.22,0.15
18,24,zc10,0.272,0.188
24,30,zc10,0.302,0.218
30,40,zc10,0.374,0.274
40,50,zc10,0.425,0.325
50,65,zc10,0.525,0.405
65,80,zc10,0.6,0.48
80,100,zc10,0.725,0.585
100,120,zc10,0.83,0.69
120,140,zc10,0.96,0.8
140,160,zc10,1.06,0.9
160,180,zc10,1.16,1.0
180,200,zc10,1.335,1.15
200,225,zc10,1.435,1.25
225,250,zc10,1.535,1.35
250,280,zc10,1.76,1.55
280,315,zc10,1.91,1.7
315,355,zc10,2.13,1.9
355,400,zc10,2.33,2.1
400,450,zc10,2.65,2.4
450,500,zc10,2.85,2.6
0,3,zc11,0.12,0.06
3,6,zc11,0.155,0.08
6,10,zc11,0.187,0.097
10,14,zc11,0.24,0.13
14,18,zc11,0.26,0.15
18,24,zc11,0.318,0.188
24,30,zc11,0.348,0.218
30,40,zc11,0.434,0.274
40,50,zc11,0.485,0.325
50,65,zc11,0.595,0.405
65,80,zc11,0.67,0.48
80,100,zc11,0.805,0.585
100,120,zc11,0.91,0.69
120,140,zc11,1.05,0.8
140,160,zc11,1.15,0.9
160,180,zc11,1.25,1.0
180,200,zc11,1.44,1.15
200,225,zc11,1.54,1.25
225,250,zc11,1.64,1.35
250,280,zc11,1.87,1.55
280,315,zc11,2.02,1.7
315,355,zc11,2.26,1.9
355,400,zc11,2.46,2.1
400,450,zc11,2.8,2.4
450,500,zc11,3.0,2.6
0,3,zc7,0.07,0.06
3,6,zc7,0.092,0.08
6,10,zc7,0.112,0.097
10,14,zc7,0.148,0.13
14,18,zc7,0.168,0.15
18,24,zc7,0.209,0.188
24,30,zc7,0.239,0.218
30,40,zc7,0.299,0.274
40,50,zc7,0.35,0.325
50,65,zc7,0.435,0.405
65,80,zc7,0.51,0.48
80,100,zc7,0.62,0.585
100,120,zc7,0.725,0.69
120,140,zc7,0.84,0.8
140,160,zc7,0.94,0.9
160,180,zc7,1.04,1.0
180,200,zc7,1.196,1.15
200,225,zc7,1.296,1.25
225,250,zc7,1.396,1.35
250,280,zc7,1.602,1.55
280,315,zc7,1.752,1.7
315,355,zc7,1.957,1.9
355,400,zc7,2.157,2.1
400,450,zc7,2.463,2.4
450,500,zc7,2.663,2.6
0,3,zc8,0.074,0.06
3,6,zc8,0.098,0.08
6,10,zc8,0.119,0.097
10,14,zc8,0.157,0.13
14,18,zc8,0.177,0.15
18,24,zc8,0.221,0.188
24,30,zc8,0.251,0.218
30,40,zc8,0.313,0.274
40,50,zc8,0.364,0.325
50,65,zc8,0.451,0.405
65,80,zc8,0.526,0.48
80,100,zc8,0.639,0.585
100,120,zc8,0.744,0.69
120,140,zc8,0.863,0.8
140,160,zc8,0.963,0.9
160,180,zc8,1.063,1.0
180,200,zc8,1.222,1.15
200,225,zc8,1.322,1.25
225,250,zc8,1.422,1.35
250,280,zc8,1.631,1.55
280,315,zc8,1.781,1.7
315,355,zc8,1.989,1.9
355,400,zc8,2.189,2.1
400,450,zc8,2.497,2.4
450,500,zc8,2.697,2.6
0,3,zc9,0.085,0.06
3,6,zc9,0.11,0.08
6,10,zc9,0.133,0.097
10,14,zc9,0.173,0.13
14,18,zc9,0.193,0.15
18,24,zc9,0.24,0.188
24,30,zc9,0.27,0.218
30,40,zc9,0.336,0.274
40,50,zc9,0.387,0.325
50,65,zc9,0.479,0.405
65,80,zc9,0.554,0.48
80,100,zc9,0.672,0.585
100,120,zc9,0.777,0.69
120,140,zc9,0.9,0.8
140,160,zc9,1.0,0.9
160,180,zc9,1.1,1.0
180,200,zc9,1.265,1.15
200,225,zc9,1.365,1.25
225,250,zc9,1.465,1.35
250,280,zc9,1.68,1.55
280,315,zc9,1.83,1.7
315,355,zc9,2.04,1.9
355,400,zc9,2.24,2.1
400,450,zc9,2.555,2.4
450,500,zc9,2.755,2.6
